# Generated by local stop-line/heading/controller matching; converter refers links are ignored.
vtd_id,autoware_group_id,signal_type,signal_subtype
660,463637,1000020,-1
661,463635,1000008,-1
661,463637,1000008,-1
662,463635,1000012,-1
662,463637,1000012,-1
663,463695,1000020,-1
663,463697,1000020,-1
664,463695,1000008,-1
664,463697,1000008,-1
665,463695,1000012,-1
665,463697,1000012,-1
666,463681,1000020,-1
666,463683,1000020,-1
667,463681,1000008,-1
667,463683,1000008,-1
668,463681,1000012,-1
668,463683,1000012,-1
669,463849,1000020,-1
669,463851,1000020,-1
669,463853,1000020,-1
670,463849,1000008,-1
670,463851,1000008,-1
670,463853,1000008,-1
671,463849,1000012,-1
671,463851,1000012,-1
671,463853,1000012,-1
672,463785,1000020,-1
672,463787,1000020,-1
672,463789,1000020,-1
672,463791,1000020,-1
673,463785,1000008,-1
673,463787,1000008,-1
673,463789,1000008,-1
673,463791,1000008,-1
674,463785,1000012,-1
674,463787,1000012,-1
674,463789,1000012,-1
674,463791,1000012,-1
675,463961,1000020,-1
675,463963,1000020,-1
675,463965,1000020,-1
675,463967,1000020,-1
676,463961,1000008,-1
676,463963,1000008,-1
676,463965,1000008,-1
676,463967,1000008,-1
679,463961,1000012,10
679,463963,1000012,10
679,463965,1000012,10
679,463967,1000012,10
683,463943,1000020,-1
683,463945,1000020,-1
683,463947,1000020,-1
683,463949,1000020,-1
684,463943,1000008,-1
684,463945,1000008,-1
684,463947,1000008,-1
684,463949,1000008,-1
686,463943,1000012,-1
686,463945,1000012,-1
686,463947,1000012,-1
686,463949,1000012,-1
687,463989,1000020,-1
688,463989,1000008,-1
689,463991,1000020,-1
690,463991,1000008,-1
691,463989,1000012,10
692,463991,1000012,-1
693,463983,1000020,-1
693,463985,1000020,-1
694,463983,1000008,-1
694,463985,1000008,-1
695,463987,1000020,-1
696,463987,1000008,-1
697,463983,1000012,10
697,463985,1000012,10
698,463987,1000012,-1
699,463277,1000020,-1
699,463279,1000020,-1
700,463277,1000008,-1
700,463279,1000008,-1
701,463277,1000012,-1
701,463279,1000012,-1
705,463329,1000020,-1
705,463331,1000020,-1
705,463333,1000020,-1
705,463335,1000020,-1
705,463337,1000020,-1
706,463329,1000008,-1
706,463331,1000008,-1
706,463333,1000008,-1
706,463335,1000008,-1
706,463337,1000008,-1
709,463329,1000012,10
709,463331,1000012,10
709,463333,1000012,10
709,463335,1000012,10
709,463337,1000012,10
